a	10566
e	8351
i	8129
n	7529
l	6599
r	6509
ı	5220
k	4322
m	4169
z	3447
t	3379
d	3189
<PL>	2825
s	2683
o	2258
<SG>	2175
u	1982
y	1980
ü	1652
<nan>	1475
b	1370
p	1186
ş	1096
<PSS2P>	1076
<PSS2S>	1041
c	1040
<PSS1P>	1033
<NOM>	996
ç	968
g	954
v	910
<GEN>	883
<LOC>	842
<ABL>	818
h	798
<DAT>	752
f	748
<ACC>	709
ö	612
ğ	376
<PSS3S>	375
j	164
w	16
û	10
