a	10338
e	8245
i	7958
n	7568
l	6602
r	6496
ı	5037
k	4092
m	4081
z	3436
t	3408
d	3164
<PL>	2822
s	2762
o	2454
u	2431
<SG>	2178
y	2020
<nan>	1522
ü	1481
b	1434
p	1222
<PSS2P>	1065
<PSS2S>	1052
ş	1040
<NOM>	1039
<PSS1P>	1029
c	1014
ç	960
<GEN>	923
g	916
v	870
f	840
<ABL>	835
h	828
<DAT>	745
<ACC>	735
<LOC>	723
ö	588
ğ	404
<PSS3S>	332
j	172
w	14
û	10
